STATION_ID,STATION_NM,LOCAL_X,LOCAL_Y,target,level,level-target
405001922,하귀농협 경제사업장,126.423773,33.458151,5,1,1&5
405001923,하귀농협 경제사업장,126.423548,33.458161,5,1,1&5
405001924,청화마을 입구,126.430229,33.456083,5,1,1&5
405001926,교래분교,126.679271,33.43635,54,1,1&54
405001927,교래분교,126.67940300000001,33.436408,54,1,1&54
405001928,어대오름,126.76081699999999,33.501065000000004,50,1,1&50
405001929,어대오름,126.76100500000001,33.501052,50,1,1&50
405001932,동사라마을,126.449021,33.467917,5,1,1&5
405001933,생각하는정원,126.25501499999999,33.326304,42,1,1&42
405001934,생각하는정원,126.25525900000001,33.326001,42,1,1&42
405001935,저지리 중동,126.25703600000001,33.335301,42,1,1&42
405001938,우진교차로,126.699196,33.460079,56,1,1&56
405001939,오당빌레,126.352492,33.453371000000004,47,1,1&47
405000573,영평동,126.563255,33.47931,86,1,1&86
405000170,탐라장애인 종합복지관,126.525625,33.500228,0,1,1&0
405000578,제주중앙고등학교,126.57128200000001,33.47149,0,1,1&0
405000660,공항초소,126.484568,33.513576,90,1,1&90
405001273,고산1리(구 출장소),126.17855,33.306567,73,1,1&73
405001684,용해로,126.50258000000001,33.515218,0,1,1&0
405001798,방애왓,126.60483700000002,33.481187,0,1,1&0
405001848,선흘1리운동장,126.70780800000001,33.504911,51,1,1&51
405000508,도리초등학교,126.465846,33.501415,0,1,1&0
405000581,반석주택,126.58981200000001,33.48765,0,1,1&0
405000809,예원동,126.403305,33.45625,4,1,1&4
405001060,문수동,126.283401,33.385496,17,1,1&17
405001118,장전알동네,126.385199,33.451817,49,1,1&49
405001224,귀덕2리,126.279145,33.437318,16,1,1&16
405001278,고산1리 육거리,126.179727,33.300868,73,1,1&73
405001373,남조로검문소,126.65781899999999,33.469859,37,1,1&37
405001483,제주도립미술관입구,126.487219,33.454648,24,1,1&24
405001507,삼담우체국,126.512795,33.501962,0,1,1&0
405001869,신안동,126.63503500000002,33.514998,2,1,1&2
405001879,틀라목,126.67696299999999,33.500972,38,1,1&38
405001921,동복리관광체험어장,126.715598,33.553292,92,1,1&92
405001944,제6부두,126.544629,33.52312,0,1,1&0
405000603,오광로,126.46056999999999,33.485665000000004,0,1,1&0
405000069,연미마을,126.507093,33.486857,0,1,1&0
405000952,양잠단지,126.702917,33.4588,56,1,1&56
405000914,양천상동,126.64875,33.513867,13,1,1&13
405000944,양천하동,126.647667,33.520467,13,1,1&13
405000921,부면동,126.332783,33.415533,15,1,1&15
405000922,부면동,126.33266699999999,33.416033,15,1,1&15
405000923,어음1리사무소,126.3307,33.417217,15,1,1&15
405000917,어음분교,126.338404,33.40255,14,1,1&14
405000946,혜정원 아가의집,126.677843,33.516256,18,1,1&18
405000136,아라초등학교,126.54428300000001,33.476533,0,1,1&0
405000381,아르미아파트,126.59446899999999,33.496037,0,1,1&0
405000054,아름마을아파트,126.42908200000001,33.483979999999995,4,1,1&4
405000243,신촌초등학교,126.618567,33.5323,27,1,1&27
405000034,신산마을,126.444446,33.493524,4,1,1&4
405000035,신산마을,126.44538500000002,33.493525,4,1,1&4
405000965,신안동,126.634983,33.510366999999995,2,1,1&2
405000967,신안동,126.635636,33.517340000000004,2,1,1&2
405000986,신산로,126.53375700000001,33.507907,0,1,1&0
405000691,선덕어린이집,126.512478,33.481004999999996,0,1,1&0
405000950,선인동,126.69973300000001,33.485833,19,1,1&19
405000953,선흘2리,126.711533,33.45835,20,1,1&20
405001072,성로동,126.29466699999999,33.434083,16,1,1&16
405001307,세화고등학교,126.863,33.5168,22,1,1&22
405001304,세화리구좌농협,126.859867,33.52095,22,1,1&22
405001129,세화리시장2동,126.85325,33.5235,22,1,1&22
405000355,수협제주도지회,126.49503,33.489877,0,1,1&0
405000814,승준농원,126.40645,33.448383,4,1,1&4
405001877,금산,126.67996799999999,33.495062,38,1,1&38
405001875,와산리경로당,126.681091,33.492869,38,1,1&38
405001880,원노형,126.483189,33.486177000000005,0,1,1&0
405001883,임항로,126.540277,33.520711,0,1,1&0
405001900,산전동,126.25538799999998,33.345681,42,1,1&42
405001822,도련초등학교,126.58301399999999,33.514212,0,1,1&0
405001817,삼화지구,126.581239,33.517229,0,1,1&0
405001823,삼화초등학교,126.576734,33.514185999999995,0,1,1&0
405001827,수산교차로,126.39443600000001,33.471401,4,1,1&4
405001824,수산저수지입구,126.39013999999999,33.473201,4,1,1&4
405001828,신산머루,126.437467,33.450058,87,1,1&87
405001842,못거리,126.277859,33.392583,17,1,1&17
405001863,막거리,126.401398,33.427428000000006,6,1,1&6
405001845,금악보건진료소,126.29650600000001,33.358869,25,1,1&25
405001882,정든마을3단지,126.47130700000001,33.489809,0,1,1&0
405001945,제석머리,126.17694099999999,33.315067,72,1,1&72
405001946,제석머리,126.17716999999999,33.315467,72,1,1&72
405001947,각시물,126.25931499999999,33.324748,42,1,1&42
405001948,각시물,126.26013,33.324731,42,1,1&42
405001951,하도리 서문동,126.871333,33.520025,22,1,1&22
405001952,금산목,126.80452700000001,33.553221,65,1,1&65
405001953,해아미,126.31846999999999,33.429196999999995,88,1,1&88
405001954,해아미,126.318692,33.429783,88,1,1&88
405001955,칠전동,126.194433,33.297683,63,1,1&63
405001308,상도리 세화고등학교,126.863533,33.516533,22,1,1&22
405001957,해녀박물관,126.863049,33.521805,22,1,1&22
405001958,해녀박물관,126.86291499999999,33.521718,22,1,1&22
405001964,처남빌레,126.33928799999998,33.448033,47,1,1&47
405001348,남흘동,126.743283,33.55535,21,1,1&21
405001962,금능 블루하와이,126.219247,33.381726,71,1,1&71
405001963,금능 블루하와이,126.219545,33.381667,71,1,1&71
405001207,곽지해수욕장,126.30746299999998,33.448426,35,1,1&35
405001708,새마을금고연수원,126.39676000000001,33.413413,91,1,1&91
405001780,서부신협 유통영농조합,126.26114199999999,33.335597,42,1,1&42
405001959,해양맨션,126.63999,33.537388,1,1,1&1
405001965,처남빌레,126.339366,33.447811,47,1,1&47
405001349,남흘동,126.74293300000001,33.555433,21,1,1&21
405001391,교래입구,126.61661699999999,33.419233,75,1,1&75
405000857,조수리 동동,126.22674099999999,33.334148,30,1,1&30
405000199,함덕리 4구,126.673231,33.539982,1,1,1&1
405000406,함덕리 3구,126.666596,33.541705,1,1,1&1
405000407,함덕리 3구,126.665745,33.541764,1,1,1&1
405000414,"신흥리(마을입구), 함덕고등학교",126.65363899999998,33.543606,1,1,1&1
405000415,"신흥리(마을입구), 함덕고등학교",126.653397,33.543351,1,1,1&1
405000447,노형오거리(노형초 방면),126.477958,33.485214,0,1,1&0
405000917,어음2리,126.338404,33.40255,14,1,1&14
405000289,"동문로터리, 동문시장",126.527055,33.513152000000005,0,1,1&0
405000290,"동문로터리, 동문시장",126.52795,33.51295,0,1,1&0
405000236,조천초등학교,126.632717,33.534967,1,1,1&1
405000272,초낭가름,126.598399,33.488997999999995,0,1,1&0
405000857,조수1리 중동,126.22674099999999,33.334148,30,1,1&30
405000982,곽지모우물,126.308755,33.453189,35,1,1&35
405001198,애월중학교,126.325224,33.463578999999996,61,1,1&61
405001206,곽지모우물,126.30891799999999,33.451689,35,1,1&35
405001650,신연동,126.24950600000001,33.316243,41,1,1&41
405001651,신연동,126.249655,33.316082,41,1,1&41
405001689,함덕리 4구,126.674221,33.539291999999996,1,1,1&1
405001691,광령저수지,126.426475,33.472487,81,1,1&81
405000622,평화양로원,126.61486200000002,33.46532,0,1,1&0
405001802,신비마을,126.485904,33.446560999999996,24,1,1&24
405000209,제대아파트,126.557353,33.458783000000004,0,1,1&0
405000673,용강동대합실,126.586022,33.478365000000004,0,1,1&0
405000684,거로마을,126.56115600000001,33.50953,0,1,1&0
405000688,월평마을,126.57538999999998,33.469682,0,1,1&0
405000695,신산마을 주차장,126.44974599999999,33.489498,4,1,1&4
405000711,하귀2리,126.399746,33.478782,4,1,1&4
405000726,양천동,126.645624,33.523955,13,1,1&13
405000813,선인동,126.699633,33.485267,19,1,1&19
405000816,항몽유적지,126.408252,33.452332,4,1,1&4
405000273,봉개큰동네,126.59881299999999,33.489351,0,1,1&0
405000827,용흥리 상동,126.36996699999999,33.455733,28,1,1&28
405000846,중동,126.29596699999999,33.437416999999996,16,1,1&16
405000878,청수리,126.25842,33.306915000000004,31,1,1&31
405000893,한장동,126.16763300000001,33.2904,33,1,1&33
405001002,선흘목선동,126.718387,33.489439000000004,11,1,1&11
405001021,상명,126.26975,33.360067,43,1,1&43
405001054,금악,126.292801,33.362002000000004,25,1,1&25
405001067,귀덕3리,126.29645,33.417517,46,1,1&46
405001069,귀덕3리,126.297017,33.421283,46,1,1&46
405001473,대흘2리,126.673115,33.5119,18,1,1&18
405001479,제주절물자연휴양림,126.63018799999999,33.440257,93,1,1&93
405001579,절골,126.297133,33.441213,16,1,1&16
405001580,절골,126.297095,33.44155,16,1,1&16
405001363,충혼묘지,126.48995,33.4182,98,1,1&98
405001401,더럭초등학교,126.34616000000001,33.454147999999996,47,1,1&47
405001410,봉성하나로마트,126.31265,33.418883,88,1,1&88
405001429,귀덕3리,126.29658300000001,33.41925,46,1,1&46
405001430,이시돌하단지,126.32256299999999,33.344985,99,1,1&99
405001433,대흘2리,126.677217,33.514533,18,1,1&18
405001434,대흘2리,126.677148,33.514365000000005,18,1,1&18
405001435,동회천,126.61345,33.50455,55,1,1&55
405001438,산양리,126.23347700000001,33.293512,39,1,1&39
405001456,대흘2리,126.677582,33.514357000000004,18,1,1&18
405001459,돗바령,126.689696,33.512423999999996,52,1,1&52
405001659,오라1동복지회관,126.51639499999999,33.493919,0,1,1&0
405000592,반석주택,126.57113000000001,33.482165,0,1,1&0
405000594,월광로,126.474251,33.492208000000005,0,1,1&0
405000582,대용소천,126.59026899999999,33.481009,0,1,1&0
405000945,양천하동,126.64755,33.520417,13,1,1&13
405001068,귀덕3리,126.29675,33.4193,46,1,1&46
405000393,자동차검사소,126.58883300000001,33.514567,0,1,1&0
405000584,용강동,126.58613899999999,33.479156,0,1,1&0
405000641,광령3리사무소,126.42347,33.463004999999995,5,1,1&5
405001413,더럭초등학교,126.34607,33.454239,47,1,1&47
405001420,이시돌하단지,126.32243100000001,33.344957,99,1,1&99
405001461,애월도서관,126.331525,33.462896,61,1,1&61
405001070,귀덕3리,126.297133,33.421333000000004,46,1,1&46
405000672,용강동대합실,126.58616699999999,33.478417,0,1,1&0
405000956,대흘2리,126.67299999999999,33.51155,18,1,1&18
405001758,별빛누리공원/난타공연장,126.548313,33.445442,0,1,1&0
405001888,롯데시티호텔(600번),126.48893999999999,33.489899,0,1,1&0
405001889,제주도립미술관,126.487871,33.452841,24,1,1&24
405001890,롯데시티호텔(600번),126.48856200000002,33.490018,0,1,1&0
405001807,애월하나로마트,126.321288,33.459742999999996,61,1,1&61
405001893,제주버스터미널(종점),126.516324,33.499190000000006,0,1,1&0
405001894,제주버스터미널(종점),126.514051,33.499963,0,1,1&0
405001895,제주한라대학교(종점),126.47573999999999,33.477787,0,1,1&0
405000634,영평하동,126.57315,33.48685,0,1,1&0
405001913,제주시청(대학로/시티투어),126.525892,33.500031,0,1,1&0
405001915,제주민속자연사박물관(삼성형/시티투어),126.530344,33.506623,0,1,1&0
405001916,동문시장(시티투어),126.528101,33.513804,0,1,1&0
405001917,어영해안도로(시티투어),126.492671,33.519609,3,1,1&3
405001918,용연구름다리(시티투어),126.516355,33.514841,0,1,1&0
405001919,도두봉(시티투어),126.469733,33.507594,0,1,1&0
405001942,국제여객선터미널,126.544529,33.524268,0,1,1&0
405001943,삼영교통차고지(가상),126.49904599999999,33.505137,0,1,1&0
405000620,금천마을,126.55348300000001,33.478497,85,1,1&85
405000895,한장동,126.16748100000001,33.287878000000006,33,1,1&33
405001742,제주버스터미널(가상정류소),126.512801,33.499094,0,1,1&0
405001985,연미월왓,126.508045,33.481542,0,1,1&0
405001986,연미월왓,126.50908600000001,33.481086,0,1,1&0
405001989,도련서마을,126.578639,33.51193,0,1,1&0
405001990,"방선문 3차, 4차 빌리지",126.526243,33.487733,0,1,1&0
405001993,지방합동청사,126.523077,33.489674,0,1,1&0
405002099,"제주국제공항(평화로, 800번)",126.49286200000002,33.506266,0,1,1&0
405002097,탐라광장,126.52838899999999,33.513825,0,1,1&0
405002078,광령2리,126.42888,33.450336,5,1,1&5
405002081,두문이머세(두맹이골목),126.53661699999999,33.510422999999996,0,1,1&0
405002079,광령2리,126.42903000000001,33.450414,5,1,1&5
405002084,부영3차아파트,126.48693899999999,33.476399,0,1,1&0
405002080,두문이머세(두맹이골목),126.536355,33.510606,0,1,1&0
405002100,"제주국제공항(대정,화순,일주서로)",126.49297800000001,33.506439,0,1,1&0
405002085,부영3차아파트,126.48742,33.476213,0,1,1&0
405002086,남조순오름 입구,126.491123,33.477406,0,1,1&0
405002003,제주세계자연유산센터입구,126.710404,33.455428000000005,20,1,1&20
405002021,환상숲곶자왈공원,126.26342,33.321733,42,1,1&42
405002011,메이즈랜드,126.799535,33.490083,97,1,1&97
405002026,"제주현대미술관, 김창열미술관",126.26647700000001,33.337862,42,1,1&42
405002002,대천환승정류장,126.73682,33.436282,58,1,1&58
405002025,제주평화박물관,126.25662700000001,33.304685,31,1,1&31
405002103,하귀휴먼시아 2단지 입구,126.414194,33.482032000000004,4,1,1&4
405002102,하귀휴먼시아 2단지 입구,126.414078,33.481875,4,1,1&4
405002105,제주버스터미널(가상정류소),126.514131,33.499453,0,1,1&0
405002110,삼화아파트,126.54365,33.50912,0,1,1&0
405002115,사대부고,126.510575,33.513391999999996,0,1,1&0
405002114,사대부고,126.510377,33.513384,0,1,1&0
405002107,제주동여자중학교,126.54028799999999,33.502634,0,1,1&0
405002108,신천지아파트,126.54464499999999,33.506084,0,1,1&0
405002113,영락교회,126.543646,33.511117,0,1,1&0
405002111,삼화아파트,126.543834,33.509369,0,1,1&0
405002106,제주동여자중학교,126.540245,33.502945000000004,0,1,1&0
405001981,금산학교마을,126.327249,33.443721000000004,34,1,1&34
405001984,한라도서관,126.515254,33.47586,0,1,1&0
405002041,제주중앙여자고등학교(아라방면),126.538642,33.489414000000004,0,1,1&0
405002035,제주시청(아라방면),126.529771,33.499559999999995,0,1,1&0
405002044,제주여자중고등학교(광양방면),126.542896,33.485199,0,1,1&0
405002036,제주시청(광양방면),126.530351,33.498925,0,1,1&0
405002047,도련서마을,126.578657,33.512256,0,1,1&0
405002046,남국원(광양방면),126.54388200000001,33.47957,0,1,1&0
405002040,제주지방법원(광앙방면),126.534764,33.493625,0,1,1&0
405002042,제주중앙여자고등학교(광양방면),126.539199,33.489018,0,1,1&0
405002039,제주지방법원(아라방면),126.535091,33.493109000000004,0,1,1&0
405002045,남국원(아라방면),126.543811,33.479704999999996,0,1,1&0
405002043,제주여자중고등학교(아라방면),126.542928,33.48486,0,1,1&0
405002048,와흘상동,126.63458200000001,33.492728,78,1,1&78
405002049,제주이야기,126.409523,33.428957000000004,6,1,1&6
405002050,제주이야기,126.40969399999999,33.429102,6,1,1&6
405002051,함덕초등학교,126.67101299999999,33.537372,1,1,1&1
405002055,스위스마을 입구,126.67463300000001,33.491695,38,1,1&38
405002056,스위스마을 입구,126.674379,33.491541999999995,38,1,1&38
405002059,고산2리,126.188872,33.302371,63,1,1&63
405001914,사라봉(산등지대/시티투어),126.539851,33.518132,0,1,1&0
405001920,김만덕객주(시티투어),126.532715,33.517154999999995,0,1,1&0
405001968,삼화지구 3단지,126.58598500000001,33.515234,0,1,1&0
405001970,농림축산검역본부,126.504687,33.510068,0,1,1&0
405001966,영평상동,126.56891399999999,33.477258,0,1,1&0
405001967,영평상동,126.56896699999999,33.476677,0,1,1&0
405001548,이도초등학교,126.532748,33.489239000000005,0,1,1&0
405001977,선흘2리,126.702854,33.458874,56,1,1&56
405002032,도리초등학교(종점),126.46416299999999,33.500949,0,1,1&0
405002060,고산2리,126.189196,33.302049,63,1,1&63
405002061,산수동,126.19756000000001,33.303245000000004,63,1,1&63
405002063,복호동,126.20115700000001,33.339923999999996,9,1,1&9
405002064,복호동,126.201154,33.339721000000004,9,1,1&9
405002067,영평알동네,126.560433,33.48215,86,1,1&86
405002068,영평알동네,126.56028400000001,33.48195,86,1,1&86
405002069,신성여자중고등학교,126.563027,33.479814000000005,86,1,1&86
405002070,신성여자중고등학교,126.563308,33.479864,86,1,1&86
405002072,영산홍아파트,126.539946,33.495543,0,1,1&0
405002073,탐라중학교,126.543944,33.490856,0,1,1&0
405002074,탐라중학교,126.543843,33.491367,0,1,1&0
405002075,황사평입구,126.554506,33.496853,0,1,1&0
405002076,황사평입구,126.55497199999999,33.496814,0,1,1&0
405002077,애월환승정류장(애월리),126.318698,33.464828999999995,61,1,1&61
405002015,제주레일바이크,126.83665500000001,33.464638,101,1,1&101
405002018,송당리 마을,126.78590700000001,33.469838,12,1,1&12
405002008,덕천리,126.770835,33.502553000000006,50,1,1&50
405002024,제주평화박물관,126.25667299999999,33.304807000000004,31,1,1&31
405002016,용눈이오름,126.831877,33.463512,101,1,1&101
405002020,환상숲곶자왈공원,126.26344399999999,33.322018,42,1,1&42
405002022,청수마을회관,126.247619,33.318326,41,1,1&41
405002029,아부오름,126.78135900000001,33.446529999999996,100,1,1&100
405002004,선녀와 나무꾼,126.70191899999999,33.479655,19,1,1&19
405002027,"제주현대미술관, 김창열미술관",126.26653300000001,33.337646,42,1,1&42
405002006,한울랜드,126.75281100000001,33.499402,80,1,1&80
405002023,청수마을회관,126.247628,33.318119,41,1,1&41
405002017,용눈이오름,126.832178,33.463282,101,1,1&101
405002005,선녀와 나무꾼,126.702075,33.480157,19,1,1&19
405002030,종달항,126.910983,33.497171,102,1,1&102
405002014,제주레일바이크,126.83641899999999,33.464624,101,1,1&101
405002019,송당리 마을,126.78597099999999,33.469651,12,1,1&12
405002007,한울랜드,126.753047,33.499065,80,1,1&80
405002028,아부오름,126.78111899999999,33.446295,100,1,1&100
405002088,디케이서비스,126.520799,33.463770000000004,0,1,1&0
405002096,탐라광장,126.528152,33.513841,0,1,1&0
405002083,민속자연사박물관,126.530799,33.506921000000006,0,1,1&0
405002101,"제주국제공항(일주동로, 5 1 6 도로)",126.49371699999999,33.506627,0,1,1&0
405002098,고산1리,126.18026,33.300939,73,1,1&73
405002125,일도초등학교,126.52883600000001,33.510866,0,1,1&0
405002123,제주성지,126.525875,33.509828000000006,0,1,1&0
405002124,일도초등학교,126.528746,33.51109,0,1,1&0
405002122,제주성지,126.52586799999999,33.510026,0,1,1&0
405002137,조황빌레,126.667915,33.509311,18,1,1&18
405002135,제주복합체육관,126.51874199999999,33.494465000000005,0,1,1&0
405002138,조황빌레,126.668002,33.509334,18,1,1&18
405002136,제주복합체육관,126.51874,33.494289,0,1,1&0
405002159,황사평성지,126.55506499999998,33.486803,0,1,1&0
405002157,삼양파출소 사거리,126.587728,33.520563,0,1,1&0
405002166,선흘분교 입구,126.706294,33.515985,51,1,1&51
405002158,황사평성지,126.55511100000001,33.486406,0,1,1&0
405002156,삼양파출소 사거리,126.587528,33.520522,0,1,1&0
405002163,납읍리,126.328694,33.439512,34,1,1&34
405002165,세화고 입구,126.861675,33.518246999999995,22,1,1&22
405002162,납읍리,126.32871200000001,33.439657000000004,34,1,1&34
405002164,세화고 입구,126.86086499999999,33.518439,22,1,1&22
405002173,홍수암,126.229432,33.353246999999996,30,1,1&30
405002174,홍수암,126.229561,33.35326,30,1,1&30
405002171,신동 입구,126.228792,33.341378000000006,30,1,1&30
405002179,NHF삼화1단지,126.58209599999999,33.517458000000005,0,1,1&0
405002180,첨단꿈에그린2단지 아파트,126.5764,33.453013,7,1,1&7
405002175,행장디,126.562207,33.501135,0,1,1&0
405002177,한국전력 변전소,126.53716999999999,33.498319,0,1,1&0
405002176,행장디,126.562693,33.50112,0,1,1&0
405002178,한국전력 변전소,126.537442,33.498377000000005,0,1,1&0
405002172,배낭골,126.23028000000001,33.345799,30,1,1&30
405002339,"선인장마을, 돌마을공원",126.252978,33.354524,42,1,1&42
405002338,신흥리 복지회관,126.65216000000001,33.546811,1,1,1&1
405002342,웃거리,126.402955,33.439679999999996,6,1,1&6
405002343,유수암상동경로당,126.405604,33.423435999999995,6,1,1&6
405002341,유수암리사무소,126.40315,33.441401,6,1,1&6
405002148,서부보건소,126.269823,33.4115,16,1,1&16
405002140,용화로,126.508503,33.509584999999994,0,1,1&0
405002144,제주연구원,126.514172,33.467651000000004,0,1,1&0
405002143,조천도서관,126.66796200000002,33.537061,1,1,1&1
405002149,명월리사무소,126.26648999999999,33.386748,29,1,1&29
405002142,용마마을,126.50613700000001,33.514832,0,1,1&0
405002141,용마마을,126.506051,33.515361999999996,0,1,1&0
